id,url,word_count,snippet,source,byline,byline_parsed,pub_date,inferred_gender
59f3f52495d0e0246f212a4d,https://www.nytimes.com/2017/10/27/opinion/the-war-of-leaks-vietnam.html,1547,"The Marigold Affair, full of Cold War intrigue, is a lesson in why peace was so hard to achieve in Vietnam.",The New York Times,By JAMES G. HERSHBERG,james g. hershberg,2017-10-28T03:10:22+0000,male
59f3e0ea95d0e0246f212a3d,https://www.nytimes.com/2017/10/27/opinion/north-korean-chemical-weapons.html,869,Pyongyang’s chemical weapons pose a grave risk to South Korea and to regional stability.,The New York Times,By THEO EMERY,theo emery,2017-10-28T01:43:55+0000,male
59f3dd1895d0e0246f212a3a,https://www.nytimes.com/2017/10/27/opinion/communism-rose-colored-glasses.html,810,Why can’t the left condemn this evil as it does its historical equivalents?,The New York Times,By BRET STEPHENS,bret stephens,2017-10-28T01:27:46+0000,male
59f3cf3595d0e0246f212a2c,https://www.nytimes.com/2017/10/27/opinion/betsy-devos-for-profit-colleges.html,845,What Donald Trump teaches us about higher education.,The New York Times,By GAIL COLLINS,gail collins,2017-10-28T00:28:21+0000,female
59f3c78f95d0e0246f212a1e,https://www.nytimes.com/2017/10/27/opinion/heroes-ticker-tape-parade.html,705,There are many heroes that merit this honor.,The New York Times,,,2017-10-27T23:55:47+0000,na
59f3b8fd95d0e0246f212a02,https://www.nytimes.com/2017/10/27/opinion/twitter-first-amendment.html,837,"The amendment has withered in the face of troll armies, government censorship and fake news. Can anything be done?",The New York Times,By TIM WU,tim wu,2017-10-27T22:53:41+0000,male
59f3b68495d0e0246f2129ff,https://www.nytimes.com/2017/10/27/opinion/baseball-collection-memorabilia.html,1233,My father was a batboy that year with the White Sox. Putting his collection of signed balls up for sale has brought back memories.,The New York Times,By SUSANNAH MEADOWS,susannah meadows,2017-10-27T22:43:09+0000,female
59f362e295d0e0246f212911,https://www.nytimes.com/2017/10/27/opinion/sunday/dreamers-children-immigration-congress.html,2390,"In order to keep protections for one group of immigrants, kids fleeing violence might be turned away.",The New York Times,By SONIA NAZARIO,sonia nazario,2017-10-27T16:46:09+0000,female
59f347f195d0e0246f21289b,https://www.nytimes.com/2017/10/27/opinion/trump-and-the-gop.html,4,Minions live to serve.,The New York Times,By PATRICK CHAPPATTE,patrick chappatte,2017-10-27T14:51:21+0000,male
59f32f8495d0e0246f212850,https://www.nytimes.com/2017/10/27/opinion/child-poverty-tax-cut-rich.html,547,Or is a tax cut for the rich more important?,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-10-27T13:06:51+0000,male
59f2fb0895d0e0246f2127aa,https://www.nytimes.com/2017/10/27/opinion/jon-batiste-fats-domino.html,842,His rollicking piano style was the bridge to a new genre.,The New York Times,By JON BATISTE,jon batiste,2017-10-27T09:23:09+0000,male
59f2f47a95d0e0246f21277b,https://www.nytimes.com/2017/10/27/opinion/the-national-crackup.html,828,"We are retreating to our tribal, ethnic and primitively prejudicial quarters. That is President Trump’s legacy.",The New York Times,By TIMOTHY EGAN,timothy egan,2017-10-27T08:55:13+0000,male
59f2f38f95d0e0246f212773,https://www.nytimes.com/2017/10/27/opinion/danger-racial-profiling-america.html,874,"I was interrogated without explanation, in a country that often confuses racial profiling with improving national security.",The New York Times,By ALEX BASTIAN,alex bastian,2017-10-27T08:51:14+0000,male
59f2f38f95d0e0246f212775,https://www.nytimes.com/2017/10/27/opinion/sunday/mark-cubans-not-done-trolling-donald-trump.html,1691,"He’s got billions, fame and a loud mouth. Why not run for the White House?",The New York Times,By MAUREEN DOWD,maureen dowd,2017-10-27T08:51:14+0000,female
59f2f38f95d0e0246f212772,https://www.nytimes.com/2017/10/27/opinion/thank-you-jeff-flake.html,1150,"Some on the left don’t want to give him credit, but he’s sacrificed more than most to stand against Trump.",The New York Times,By MICHELLE GOLDBERG,michelle goldberg,2017-10-27T08:51:14+0000,female
59f2f38f95d0e0246f212774,https://www.nytimes.com/2017/10/27/opinion/how-republicans-can-make-a-deal-on-health-care.html,822,Give the states more flexibility in how they manage Obamacare.,The New York Times,By LANHEE J. CHEN,lanhee j. chen,2017-10-27T08:51:14+0000,na
59f27a5395d0e0246f21268a,https://www.nytimes.com/2017/10/26/opinion/the-week-trump-won.html,858,"Like with the Bolsheviks’ takeover of Russia, we are witnessing a clash of political, moral, economic and social ideologies all rolled into one.",The New York Times,By DAVID BROOKS,david brooks,2017-10-27T00:14:01+0000,male
59f7b69395d0e0246f21305a,https://www.nytimes.com/2017/10/30/opinion/climate-change-health-heat.html,880,A leading medical journal warns that the impact of planetary warming on human well-being is “far worse than previously understood.”,The New York Times,By JEFF NESBIT,jeff nesbit,2017-10-30T23:32:13+0000,male
59f7b63895d0e0246f213059,https://www.nytimes.com/2017/10/30/opinion/when-politics-becomes-your-idol.html,815,"To fix politics, care more about other things.",The New York Times,By DAVID BROOKS,david brooks,2017-10-30T23:30:33+0000,male
59f7b00a95d0e0246f213050,https://www.nytimes.com/2017/10/30/opinion/mueller-trump-supporters.html,986,Republicans are demonstrating a striking degree of hypocrisy because of partisanship and “fake news.”,The New York Times,By DAVID FRENCH,david french,2017-10-30T23:04:34+0000,male
59f7ade995d0e0246f21304c,https://www.nytimes.com/2017/10/30/opinion/trump-tax-cuts-rich.html,889,Republicans will do anything to cut taxes on the rich — and it won’t even make the rich happy,The New York Times,By PAUL KRUGMAN,paul krugman,2017-10-30T22:55:26+0000,male
59f7e0d895d0e0246f2130a0,https://www.nytimes.com/2017/10/30/opinion/george-papadopoulos-manafort-indictment.html,777,"For all of the talk about collusion with Russia, the adviser’s guilty plea is by far the most damning evidence of it.",The New York Times,By HARRY LITMAN,harry litman,2017-10-30T21:16:51+0000,male
59f778fb95d0e0246f212fa2,https://www.nytimes.com/2017/10/30/opinion/restaurants-sexism-bourdain-besh.html,920,Raunchy talk can pave the way for something more sinister. Yet such talk is celebrated in many chef memoirs.,The New York Times,By TRACIE McMILLAN,tracie mcmillan,2017-10-30T19:09:27+0000,female
59f76db595d0e0246f212f87,https://www.nytimes.com/2017/10/30/opinion/manafort-indictment-trump-russia.html,821,The president and his allies say it’s old news. They’re wrong.,The New York Times,"By NORMAN EISEN, NOAH BOOKBINDER and BARRY BERKE","norman eisen, noah bookbinder and barry berke",2017-10-30T18:21:32+0000,multi
59f7654b95d0e0246f212f67,https://www.nytimes.com/2017/10/30/opinion/catalonia-spain-independence.html,8,Catalan lawmakers declared independence from Spain on Friday.,The New York Times,By PATRICK CHAPPATTE,patrick chappatte,2017-10-30T17:45:35+0000,male
59f7572b95d0e0246f212f37,https://www.nytimes.com/2017/10/30/opinion/paul-manafort-indictment-trump.html,816,"If so, it may mark the beginning of the unraveling of this presidency.",The New York Times,By NICHOLAS KRISTOF,nicholas kristof,2017-10-30T16:45:21+0000,male
59f7541395d0e0246f212f2d,https://www.nytimes.com/2017/10/30/opinion/fed-chair-yellen-powell.html,2543,The economists Stephanie Kelton and Paul McCulley discuss applying the “smell test of social justice” to policy.,The New York Times,By STEPHANIE KELTON and PAUL MCCULLEY,stephanie kelton and paul mcculley,2017-10-30T16:32:08+0000,multi
59f71e4f95d0e0246f212e7f,https://www.nytimes.com/2017/10/30/opinion/paul-manafort-indicted.html,612,Here’s what to keep in mind.,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-10-30T12:42:44+0000,male
59f6e81395d0e0246f212de4,https://www.nytimes.com/2017/10/30/opinion/sex-love-aging-woman.html,2051,The idea that older women must renounce the erotic life is a lie that keeps getting told.,The New York Times,By MARTHA C. NUSSBAUM,martha c. nussbaum,2017-10-30T08:51:21+0000,female
59f6e81395d0e0246f212de3,https://www.nytimes.com/2017/10/30/opinion/how-to-parent-like-a-bolshevik.html,1436,The first generation of Soviet revolutionaries raised their children amid a culture of romance and certainty.,The New York Times,By YURI SLEZKINE,yuri slezkine,2017-10-30T08:51:20+0000,female
59f6805295d0e0246f212d52,https://www.nytimes.com/2017/10/29/opinion/the-silence-of-the-democrats.html,940,Why aren’t the potential 2020 contenders taking a stand on the way the country is heading?,The New York Times,By MICHAEL TOMASKY,michael tomasky,2017-10-30T01:28:44+0000,male
59f67d4d95d0e0246f212d4e,https://www.nytimes.com/2017/10/29/opinion/checking-my-male-privilege.html,866,Every man must work as hard as every woman to eliminate gendered violence.,The New York Times,By CHARLES M. BLOW,charles m. blow,2017-10-30T01:15:47+0000,male
59f67d3595d0e0246f212d4d,https://www.nytimes.com/2017/10/29/opinion/trump-raise-taxes.html,822,His plan is politically vulnerable because it’s full of stealth tax increases for the middle class and poor.,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-10-30T01:13:04+0000,male
59f65b6995d0e0246f212d2a,https://www.nytimes.com/2017/10/29/opinion/economy-birth-control.html,934,Trump promised growth. He shouldn’t limit access to contraception.,The New York Times,By BRYCE COVERT,bryce covert,2017-10-29T22:51:13+0000,male
59f6303095d0e0246f212ce9,https://www.nytimes.com/2017/10/29/opinion/heng-on-japans-parliamentary-elections-and-constitution.html,26,Victory in this month’s elections fueled the Prime Minister’s hopes to alter the constitution.,The New York Times,By HENG,heng,2017-10-29T19:46:49+0000,na
59f90a6695d0e0246f2133ec,https://www.nytimes.com/2017/10/31/opinion/contributors/astros-dodgers-world-series.html,842,"Even failure has meaning, and the lessons — for fans, too — are sometimes more valuable.",The New York Times,By DOUG GLANVILLE,doug glanville,2017-10-31T23:42:19+0000,male
59f9095995d0e0246f2133e8,https://www.nytimes.com/2017/10/31/opinion/hearing-aids-ears-eyesight.html,852,"Millions of Americans suffer hearing loss, but too few of us do anything about it. That has to change.",The New York Times,By JENNIFER FINNEY BOYLAN,jennifer finney boylan,2017-10-31T23:37:50+0000,female
59f9088795d0e0246f2133e5,https://www.nytimes.com/2017/10/31/opinion/trump-niger-africa-desertification.html,1081,We have a narrow-view president in a big-picture world.,The New York Times,By THOMAS L. FRIEDMAN,thomas l. friedman,2017-10-31T23:34:16+0000,male
59f901e995d0e0246f2133d4,https://www.nytimes.com/2017/10/31/opinion/adult-learners-college.html,977,Elite campuses have too few grown-up students.,The New York Times,By PAUL GLASTRIS,paul glastris,2017-10-31T23:05:55+0000,male
59f901b595d0e0246f2133d3,https://www.nytimes.com/2017/10/31/opinion/slavery-kelly-civil-war-compromise.html,759,Our tortured attempt to find some kind of balance on whether it was right to enslave African-Americans wasn’t limited to the Three-Fifths Compromise.,The New York Times,By KASHANA CAULEY,kashana cauley,2017-10-31T23:05:16+0000,na
59f8fdad95d0e0246f2133cd,https://www.nytimes.com/2017/10/31/opinion/columnists/trump-mueller-manafort-indictment.html,56,Is the president worried about Robert Mueller?,The New York Times,By PATRICK CHAPPATTE,patrick chappatte,2017-10-31T22:48:06+0000,male
59f8d9ed95d0e0246f213359,https://www.nytimes.com/2017/10/31/opinion/your-favorite-books-on-vietnam.html,1508,"We asked, you answered. But there’s a lot more to discuss.",The New York Times,By THE EDITORS,the editors,2017-10-31T20:15:32+0000,na
59f8ca2095d0e0246f213328,https://www.nytimes.com/2017/10/31/opinion/net-neutrality-artists-activists.html,874,"A level internet playing field lets them, and everyone else, bypass powerful gatekeepers.",The New York Times,By W. KAMAU BELL,w. kamau bell,2017-10-31T19:08:07+0000,na
59f8c4f495d0e0246f213318,https://www.nytimes.com/2017/10/31/opinion/trump-pardon-manafort.html,874,Alexander Hamilton would not approve.,The New York Times,By JOHN YOO,john yoo,2017-10-31T18:46:02+0000,male
59f8c1d895d0e0246f213310,https://www.nytimes.com/2017/10/31/opinion/tax-cheats-manafort.html,796,"Tax evasion is easy, and Robert Mueller can’t investigate all of it.",The New York Times,By RICHARD GORDON,richard gordon,2017-10-31T18:32:32+0000,male
59f86a7095d0e0246f2131ec,https://www.nytimes.com/2017/10/31/opinion/manafort-indictment-mueller-papadopoulos.html,936,It’s tempting to believe the worst about the Trump campaign. But it’s better to follow the facts.,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-10-31T12:19:52+0000,male
59f8427495d0e0246f213184,https://www.nytimes.com/2017/10/31/opinion/lyndon-johnson-vietnam-war.html,1391,"Lyndon Johnson needed straight talk on the Vietnam War. Instead, America’s foreign policy establishment gave him a pep talk.",The New York Times,By JONATHAN KIRSHNER,jonathan kirshner,2017-10-31T09:28:58+0000,male
59f83bb095d0e0246f213168,https://www.nytimes.com/2017/10/31/opinion/college-halloween-ghost.html,2102,"Haunted dorms, Ouija boards and brushes with the supernatural.",The New York Times,,,2017-10-31T09:00:20+0000,na
59f8398c95d0e0246f21315a,https://www.nytimes.com/2017/10/31/opinion/im-10-and-i-want-girls-to-raise-their-hands.html,523,I noticed that boys in my classes always seem more confident. That’s why my Girl Scout troop created a new patch.,The New York Times,By ALICE PAUL TAPPER,alice paul tapper,2017-10-31T08:51:13+0000,female
59f8398c95d0e0246f21315b,https://www.nytimes.com/2017/10/31/opinion/out-of-the-woods.html,722,“Stranger Things” and Generation X’s misplaced nostalgia for unparented childhood.,The New York Times,By PATRICK SAUER,patrick sauer,2017-10-31T08:51:12+0000,male
59f8398795d0e0246f213159,https://www.nytimes.com/2017/10/31/opinion/myth-judicial-resistance-integrity.html,1097,Denouncing judges who rule against the president is an attack on the independence and integrity of the entire judiciary.,The New York Times,By DAHLIA LITHWICK and STEPHEN I. VLADECK,dahlia lithwick and stephen i. vladeck,2017-10-31T08:51:11+0000,multi
59f7bd3995d0e0246f213069,https://www.nytimes.com/2017/10/30/opinion/mueller-manafort-indictment.html,840,Robert Mueller hands a gangster administration its first indictments.,The New York Times,By MICHELLE GOLDBERG,michelle goldberg,2017-10-31T00:00:26+0000,female
59fbb14b95d0e0246f213b34,https://www.nytimes.com/2017/11/02/opinion/sexual-harassment-predators.html,860,Men don’t just wake up one day and become sexual harassers or attackers.,The New York Times,By DAVID BROOKS,david brooks,2017-11-02T23:58:59+0000,male
59fbb0ff95d0e0246f213b32,https://www.nytimes.com/2017/11/02/opinion/gop-taxes-paul-ryan.html,844,The House tax legislation is the end result of seven years of phoniness.,The New York Times,By PAUL KRUGMAN,paul krugman,2017-11-02T23:57:34+0000,male
59fba81695d0e0246f213b1f,https://www.nytimes.com/2017/11/02/opinion/diversity-visa-lottery-trump.html,675,America can’t afford to turn its back on a chance to portray itself as a tolerant nation.,The New York Times,By MACHMUD MAKHMUDOV,machmud makhmudov,2017-11-02T23:19:37+0000,na
59fba77895d0e0246f213b1b,https://www.nytimes.com/2017/11/02/opinion/collusion-meaning-trump-.html,968,The perils of using a word that sounds like a legal term but isn’t.,The New York Times,By RYAN GOODMAN,ryan goodman,2017-11-02T23:17:01+0000,male
59fce18095d0e0246f213e69,https://www.nytimes.com/2017/11/02/opinion/sunday/donald-trump-masculinity.html,1284,The president is a thoroughly modern man-child and his supporters can’t get enough of his act.,The New York Times,By JILL FILIPOVIC,jill filipovic,2017-11-02T23:04:43+0000,female
59fb721995d0e0246f213a75,https://www.nytimes.com/2017/11/02/opinion/silicon-valley-democracy-russia.html,876,"With Russian meddling making headlines, it’s trendy to bash social media companies. Instead, we should look in the mirror.",The New York Times,By EMILY PARKER,emily parker,2017-11-02T19:29:20+0000,female
59fb71a095d0e0246f213a70,https://www.nytimes.com/2017/11/02/opinion/sunday/why-the-world-loves-new-york.html,826,"“It’s not a place for children,” my mother said firmly. And my God, was she right!",The New York Times,By AATISH TASEER,aatish taseer,2017-11-02T19:27:22+0000,na
59fb6d7f95d0e0246f213a69,https://www.nytimes.com/2017/11/02/opinion/ending-international-tax-competition.html,938,"To attract investment, nations have an incentive to lower corporate tax rates. But there are mutually beneficial ways to stop this undercutting.",The New York Times,By DANIELLE WENNER and KEVIN ZOLLMAN,danielle wenner and kevin zollman,2017-11-02T19:09:33+0000,multi
59fb5cd595d0e0246f213a2c,https://www.nytimes.com/2017/11/02/opinion/astros-world-series-houston.html,738,"After the hurricane, we’d pinned our hopes on the team. Every victory they pulled off gave us a momentary reprieve.",The New York Times,By BRYAN WASHINGTON,bryan washington,2017-11-02T17:58:21+0000,male
59fb517795d0e0246f213a07,https://www.nytimes.com/2017/11/02/opinion/conservative-think-tanks-bannon.html,1953,Will the intellectual establishment bow to Rebekah Mercer and Steve Bannon?,The New York Times,By BARI WEISS,bari weiss,2017-11-02T17:10:01+0000,na
59fb41ee95d0e0246f2139bf,https://www.nytimes.com/2017/11/02/opinion/jerome-powell-trump-federal-reserve.html,780,The president ignored both hard-line conservatives and populists and selected a sound nominee to be the next Fed chief.,The New York Times,By STEVEN RATTNER,steven rattner,2017-11-02T16:03:50+0000,male
59fb30ec95d0e0246f213978,https://www.nytimes.com/2017/11/02/opinion/twitter-transgender-harassment-problem.html,947,"The social media service makes it easy to abuse others, and hard to fight back. That hits one group of users particularly hard.",The New York Times,By THORNE N. MELCHER,thorne n. melcher,2017-11-02T14:51:12+0000,male
59fb106b95d0e0246f213905,https://www.nytimes.com/2017/11/02/opinion/world-series-astros.html,725,"Umpires make mistakes, as all human beings sometimes do. But why do we accept them?",The New York Times,By DAVID LEONHARDT,david leonhardt,2017-11-02T12:32:34+0000,male
59fae3c795d0e0246f213871,https://www.nytimes.com/2017/11/02/opinion/ed-gillespie-trump-virginia.html,2254,The smoldering governor’s race in Virginia reveals the depth of the president’s power to shape the Republican Party of 2017.,The New York Times,By THOMAS B. EDSALL,thomas b. edsall,2017-11-02T09:22:06+0000,male
59fadcab95d0e0246f213847,https://www.nytimes.com/2017/11/02/opinion/health-insurance-shopping-obamacare.html,699,"When I go shopping at the mall, I get perfume samples and free chocolates. When I consider health insurance plans, I am offered no such things.",The New York Times,By HELAINE OLEN,helaine olen,2017-11-02T08:51:22+0000,na
59fadcae95d0e0246f21384a,https://www.nytimes.com/2017/11/02/opinion/diversity-lottery-skilled-immigrants.html,767,"It’s not because it brings in people like the suspect in the Manhattan terrorist attack, as President Trump says, but because it’s unfair.",The New York Times,By PETER H. SCHUCK,peter h. schuck,2017-11-02T08:51:22+0000,male
59fa674a95d0e0246f21377c,https://www.nytimes.com/2017/11/01/opinion/trump-taxes-republicans.html,852,I’m sure you have questions.,The New York Times,By GAIL COLLINS,gail collins,2017-11-02T00:30:55+0000,female
59fa644795d0e0246f213776,https://www.nytimes.com/2017/11/01/opinion/trump-mueller-fire.html,825,"If President Trump fires the special counsel, will we rise up?",The New York Times,By NICHOLAS KRISTOF,nicholas kristof,2017-11-02T00:18:07+0000,male
59fa25ed95d0e0246f2136b8,https://www.nytimes.com/2017/11/01/opinion/trump-kelly-republicans-history.html,892,The president and the Republicans claim to have a special understanding of American values and history. But a lot of what they say is very strange.,The New York Times,By ANDREW ROSENTHAL,andrew rosenthal,2017-11-01T19:51:59+0000,male
59fa1c4795d0e0246f21369f,https://www.nytimes.com/2017/11/01/opinion/manhattan-truck-attack-akbar-terrorism.html,895,"My all-purpose expression of gratitude has been stolen to signify terrorism, and it hurts.",The New York Times,By WAJAHAT ALI,wajahat ali,2017-11-01T19:10:49+0000,na
59fa0b1c95d0e0246f21365e,https://www.nytimes.com/2017/11/01/opinion/a-terrorist-attack-in-real-america.html,961,My kids learned to ride their bikes on the same path that became Tuesday’s scene of carnage.,The New York Times,By BRET STEPHENS,bret stephens,2017-11-01T17:57:39+0000,male
59f9fa6f95d0e0246f21361a,https://www.nytimes.com/2017/11/01/opinion/insects-environment-elections.html,962,"Our government belongs to us, so let’s start acting like it.",The New York Times,By LINDY WEST,lindy west,2017-11-01T16:46:28+0000,female
59f9e6f595d0e0246f2135d2,https://www.nytimes.com/2017/11/01/opinion/mueller-election-meddling-russia.html,764,"To understand Vladimir Putin’s behavior, we have to actually understand his foreign policy.",The New York Times,By IVAN KRASTEV,ivan krastev,2017-11-01T15:23:07+0000,male
59f9ca4895d0e0246f213578,https://www.nytimes.com/2017/11/01/opinion/russia-dossier-trump.html,727,Also: John Kelly’s white nationalism.,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-11-01T13:20:57+0000,male
59f9bf7695d0e0246f2134d7,https://www.nytimes.com/2017/11/01/opinion/democrats-economic-policy.html,1239,"In fact, on economic policy, America is a center-left nation.",The New York Times,By ERIC LEVITZ,eric levitz,2017-11-01T09:26:59+0000,male
59f9bf7595d0e0246f2134d5,https://www.nytimes.com/2017/11/01/opinion/protestant-reformation.html,1542,It wasn’t Protestants or Catholics; it was commercial interests and the authoritarian state.,The New York Times,By ROSS DOUTHAT,ross douthat,2017-11-01T09:07:05+0000,male
59fe24b295d0e0246f214001,https://www.nytimes.com/2017/11/04/opinion/sunday/voting-rights-never-safe.html,901,We cannot be confident that our institutions are protected by some immutable law.,The New York Times,By JON GRINSPAN,jon grinspan,2017-11-04T20:35:48+0000,male
59fe168695d0e0246f213fee,https://www.nytimes.com/2017/11/04/opinion/sunday/republicans-taxes-loop-holes.html,1288,At the root of our political dysfunction is America’s long love-hate relationship with loopholes.,The New York Times,By KATHERINE MANGU-WARD,katherine mangu-ward,2017-11-04T19:35:21+0000,female
59fe0ba495d0e0246f213fdf,https://www.nytimes.com/2017/11/04/opinion/sunday/drug-addiction-recovery-alcoholism.html,1345,There is a lot to be said for speaking out about your recovery from alcohol and drug abuse.,The New York Times,By LAURA HILGERS,laura hilgers,2017-11-04T18:49:00+0000,female
59fe074b95d0e0246f213fd8,https://www.nytimes.com/2017/11/04/opinion/sunday/nuclear-war-north-korea.html,874,The possibility of a deadly exchange is very real.,The New York Times,By NICHOLAS KRISTOF,nicholas kristof,2017-11-04T18:30:16+0000,male
59fe074b95d0e0246f213fd7,https://www.nytimes.com/2017/11/04/opinion/sunday/christianity-communism.html,1529,I recently translated the New Testament. I learned a few things.,The New York Times,By DAVID BENTLEY HART,david bentley hart,2017-11-04T18:30:01+0000,male
59fe063b95d0e0246f213fd5,https://www.nytimes.com/2017/11/04/opinion/sunday/relax-you-dont-need-to-eat-clean.html,959,Your food fears are doing more harm than good.,The New York Times,By AARON E. CARROLL,aaron e. carroll,2017-11-04T18:25:51+0000,male
59fe031c95d0e0246f213fcf,https://www.nytimes.com/2017/11/04/opinion/sunday/kids-would-you-please-start-fighting.html,1301,"Creativity doesn’t come from agreement, it comes from good-natured quarreling. It’s time we teach our children that.",The New York Times,By ADAM GRANT,adam grant,2017-11-04T18:12:33+0000,male
59fdfcaa95d0e0246f213fc5,https://www.nytimes.com/2017/11/04/opinion/sunday/puerto-rico-hurricane-maria.html,840,Photographer Joseph Rodríguez captures the isolation of a storm-ravaged island.,The New York Times,By ED MORALES,ed morales,2017-11-04T17:45:08+0000,na
59fd20db95d0e0246f213ecf,https://www.nytimes.com/2017/11/03/opinion/vietnam-tet-offensive.html,1447,Americans had the evidence of major enemy buildups in the fall of 1967. But the generals chose to ignore it.,The New York Times,By TOM GLENN,tom glenn,2017-11-04T02:07:11+0000,male
59fd209095d0e0246f213ecd,https://www.nytimes.com/2017/11/03/opinion/los-angeles-dodgers-sports.html,1022,Tinseltown has become a great American sports town.,The New York Times,By MOLLY KNIGHT,molly knight,2017-11-04T02:05:57+0000,female
59fd1fec95d0e0246f213ecc,https://www.nytimes.com/2017/11/03/opinion/faith-climate-change-justin-welby.html,646,Reducing the causes of climate change is a way to love our neighbor and steward the gift of creation.,The New York Times,By JUSTIN WELBY,justin welby,2017-11-04T02:03:09+0000,male
59fd1efd95d0e0246f213eca,https://www.nytimes.com/2017/11/03/opinion/california-fires-housing.html,886,"Everything is political in the Bay Area, but housing most of all.",The New York Times,By ENRICO MORETTI,enrico moretti,2017-11-04T01:59:11+0000,male
59fd15aa95d0e0246f213ebb,https://www.nytimes.com/2017/11/03/opinion/rick-perry-energy-sexual-assault.html,865,Fossil fuels can fix anything.,The New York Times,By GAIL COLLINS,gail collins,2017-11-04T01:19:21+0000,female
59fd118195d0e0246f213eb5,https://www.nytimes.com/2017/11/03/opinion/robert-mueller-trump-dossier.html,820,The suggestion that the Steele dossier has been discredited is discreditable to the point of being dishonest.,The New York Times,By BRET STEPHENS,bret stephens,2017-11-04T01:01:39+0000,male
59fd00b995d0e0246f213e9d,https://www.nytimes.com/2017/11/03/opinion/bowe-bergdahl-sentence-benefits.html,1242,His dishonorable discharge would strip him of almost all the benefits that he will need to heal and to reconcile with society.,The New York Times,By ROB CUTHBERT,rob cuthbert,2017-11-03T23:50:08+0000,male
59fcfec795d0e0246f213e9c,https://www.nytimes.com/2017/11/03/opinion/ecstasy-ptsd.html,903,"War veterans, victims of abuse and others deserve a chance to use this drug to heal.",The New York Times,By KHALIYA,khaliya,2017-11-03T23:41:51+0000,female
59fce43995d0e0246f213e71,https://www.nytimes.com/2017/11/03/opinion/dnainfo-gothamist-ricketts-union.html,943,DNAinfo and Gothamist weren’t shuttered because of money. They were shut down because they unionized.,The New York Times,By HAMILTON NOLAN,hamilton nolan,2017-11-03T21:48:31+0000,male
59fcdbf595d0e0246f213e52,https://www.nytimes.com/2017/11/03/opinion/the-gop-tax-bill-helps-me-and-thats-too-bad.html,450,Buried in the 429-page bill is good news for wealthy “carried interest” users like me. But there is little there to help the middle class.,The New York Times,By STEVEN RATTNER,steven rattner,2017-11-03T21:13:18+0000,male
59fcbccd95d0e0246f213dec,https://www.nytimes.com/2017/11/03/opinion/sunday/lesbian-cats-dating.html,1038,They mirror bad relationships. They ghost you. They string you along with tiny rewards.,The New York Times,By KRISTA BURTON,krista burton,2017-11-03T19:00:15+0000,female
59fc993495d0e0246f213d66,https://www.nytimes.com/2017/11/03/opinion/cochlear-implant-sound-music.html,942,I am deaf. But getting cochlear implants led me to explore more deeply what music meant to me.,The New York Times,By RACHEL KOLB,rachel kolb,2017-11-03T16:28:24+0000,female
59fc936695d0e0246f213d4f,https://www.nytimes.com/2017/11/03/opinion/sunday/trump-republican-primary-challenger-2020.html,1436,"His unpopularity is stark, but not among his party’s voters.",The New York Times,By ROSS DOUTHAT,ross douthat,2017-11-03T16:03:28+0000,male
59fc8c0395d0e0246f213d29,https://www.nytimes.com/2017/11/03/opinion/terrorism-transportation-infrastructure.html,794,The things that protect pedestrians from careless drivers also work to prevent deadly rampages like the one in Manhattan this week.,The New York Times,By YONAH FREEMARK,yonah freemark,2017-11-03T15:32:06+0000,male
59fc5f3995d0e0246f213ca4,https://www.nytimes.com/2017/11/03/opinion/republican-tax-plan.html,658,... even though it has a few redeeming features.,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-11-03T12:20:42+0000,male
59fc2e0f95d0e0246f213bf9,https://www.nytimes.com/2017/11/03/opinion/sunday/sarah-huckabee-sanders-kelly.html,1088,"After her most recent week at the lectern, Sean Spicer looks better and better.",The New York Times,By FRANK BRUNI,frank bruni,2017-11-03T08:51:21+0000,male
59fc2e0f95d0e0246f213bfa,https://www.nytimes.com/2017/11/03/opinion/witches-occult-comeback.html,1076,"With the world in chaos, it’s no surprise occultism is making a comeback.",The New York Times,By MICHELLE GOLDBERG,michelle goldberg,2017-11-03T08:51:21+0000,female
59fc2e0f95d0e0246f213bfb,https://www.nytimes.com/2017/11/03/opinion/national-parks-entrance-cost.html,811,"Between the indictments and the Civil War revisionism, you may have missed the Trump administration’s proposed tripling of entrance fees.",The New York Times,By TIMOTHY EGAN,timothy egan,2017-11-03T08:51:20+0000,male
59fbdc4395d0e0246f213b79,https://www.nytimes.com/2017/11/02/opinion/how-racism-made-me-a-dodgers-fan.html,907,Yuri Gurriel’s schoolyard taunting of a Dodger pitcher who is half Japanese reminded me of painful experiences from my childhood.,The New York Times,By FERN SHEN,fern shen,2017-11-03T03:02:16+0000,female
59fbd9b095d0e0246f213b76,https://www.nytimes.com/2017/11/02/opinion/fallon-brexit-sex-scandal.html,952,A sexual harassment scandal in Britain’s Conservative Party could have major reverberations.,The New York Times,By JENNI RUSSELL,jenni russell,2017-11-03T02:51:17+0000,female
